"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"orange",136,126,10,0.000285730599380892,1,22,0.174603174603175,0.0181069958847737,1215,"GO:0045202","CC","synapse","The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."
"orangered3",104,94,1,3.04286414997151e-05,0.567311592120688,14,0.148936170212766,0.0217729393468118,643,"GO:1990904","CC","ribonucleoprotein complex",NA
"orangered3",104,94,2,4.23766953363092e-05,0.790071107850149,7,0.074468085106383,0.0451612903225806,155,"GO:0003735","MF","structural constituent of ribosome","The action of a molecule that contributes to the structural integrity of the ribosome."
"orangered3",104,94,3,0.000196468840118446,1,7,0.074468085106383,0.0353535353535354,198,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"orangered3",104,94,4,0.000316590532442491,1,5,0.0531914893617021,0.0510204081632653,98,"GO:0022626","CC","cytosolic ribosome","A ribosome located in the cytosol."
"orangered3",104,94,5,0.000337744616658852,1,4,0.0425531914893617,0.0727272727272727,55,"GO:0022625","CC","cytosolic large ribosomal subunit","The large subunit of a ribosome located in the cytosol."
"orangered3",104,94,6,0.000435452697602383,1,5,0.0531914893617021,0.0476190476190476,105,"GO:0015934","CC","large ribosomal subunit","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"orangered3",104,94,7,0.000633690744399894,1,14,0.148936170212766,0.0162790697674419,860,"GO:0006396","BP","RNA processing","Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules."
"orangered3",104,94,8,0.000709629218997981,1,11,0.117021276595745,0.0190641247833622,577,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell."
"orangered3",104,94,9,0.00071823392865675,1,4,0.0425531914893617,0.0597014925373134,67,"GO:0042273","BP","ribosomal large subunit biogenesis","A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."
"orangered3",104,94,10,0.00125728799842042,1,14,0.148936170212766,0.0151679306608884,923,"GO:0003723","MF","RNA binding","Binding to an RNA molecule or a portion thereof."
"orangered4",67,60,1,1.46504089616138e-05,0.273142224680327,2,0.0333333333333333,1,2,"GO:0014846","BP","esophagus smooth muscle contraction","A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the esophagus. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The esophagus is the muscular membranous segment between the pharynx and the stomach in the upper gastrointestinal tract."
"orangered4",67,60,2,8.74657014876453e-05,1,2,0.0333333333333333,0.5,4,"GO:0008449","MF","N-acetylglucosamine-6-sulfatase activity","Catalysis of the hydrolysis of the 6-sulfate group of the N-acetyl-D-glucosamine 6-sulfate units of heparan sulfate and keratan sulfate."
"orangered4",67,60,3,0.000303852734374626,1,2,0.0333333333333333,0.285714285714286,7,"GO:0090063","BP","positive regulation of microtubule nucleation","Any process that increases the rate, frequency or extent of microtubule nucleation. Microtubule nucleation is the 'de novo' formation of a microtubule, in which tubulin heterodimers form metastable oligomeric aggregates, some of which go on to support formation of a complete microtubule. Microtubule nucleation usually occurs from a specific site within a cell."
"orangered4",67,60,4,0.000404130441227014,1,2,0.0333333333333333,0.25,8,"GO:0035860","BP","glial cell-derived neurotrophic factor receptor signaling pathway","The series of molecular signals generated as a consequence of a glial cell-derived neurotrophic factor receptor binding to one of its physiological ligands."
"orangered4",67,60,5,0.000604871781961634,1,9,0.15,0.0144230769230769,624,"GO:0070848","BP","response to growth factor","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."
"orangered4",67,60,6,0.000646273378359695,1,2,0.0333333333333333,0.2,10,"GO:0010968","BP","regulation of microtubule nucleation","Any process that modulates the rate, frequency or extent of microtubule nucleation. Microtubule nucleation is the 'de novo' formation of a microtubule, in which tubulin heterodimers form metastable oligomeric aggregates, some of which go on to support formation of a complete microtubule. Microtubule nucleation usually occurs from a specific site within a cell."
"orangered4",67,60,7,0.000787928813731757,1,2,0.0333333333333333,0.181818181818182,11,"GO:0032836","BP","glomerular basement membrane development","The process whose specific outcome is the progression of the glomerular basement membrane over time, from its formation to the mature structure. The glomerular basement membrane is the basal laminal portion of the glomerulus which performs the actual filtration."
"orangered4",67,60,8,0.000943167996788268,1,2,0.0333333333333333,0.166666666666667,12,"GO:0004065","MF","arylsulfatase activity","Catalysis of the reaction: a phenol sulfate + H2O = a phenol + sulfate."
"orangered4",67,60,9,0.00107407479795258,1,4,0.0666666666666667,0.0341880341880342,117,"GO:0031109","BP","microtubule polymerization or depolymerization","Assembly or disassembly of microtubules by the addition or removal of tubulin heterodimers from a microtubule."
"orangered4",67,60,10,0.00129398437106086,1,2,0.0333333333333333,0.142857142857143,14,"GO:0008484","MF","sulfuric ester hydrolase activity","Catalysis of the reaction: RSO-R' + H2O = RSOOH + R'H. This reaction is the hydrolysis of a sulfuric ester bond, an ester formed from sulfuric acid, O=SO(OH)2."
"paleturquoise",77,73,1,0.000121341013289117,1,20,0.273972602739726,0.0113765642775882,1758,"GO:0030054","CC","cell junction","A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
"paleturquoise",77,73,2,0.000310428407170213,1,11,0.150684931506849,0.0161764705882353,680,"GO:0098662","BP","inorganic cation transmembrane transport","A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."
"paleturquoise",77,73,3,0.000560691088637081,1,13,0.178082191780822,0.0133060388945752,977,"GO:0034220","BP","ion transmembrane transport","A process in which an ion is transported across a membrane."
"paleturquoise",77,73,4,0.00061356507439335,1,5,0.0684931506849315,0.0342465753424658,146,"GO:1901136","BP","carbohydrate derivative catabolic process",NA
"paleturquoise",77,73,5,0.000766551932008732,1,2,0.0273972602739726,0.222222222222222,9,"GO:0014701","CC","junctional sarcoplasmic reticulum membrane","The part of the sarcoplasmic reticulum membrane that contains calcium release channels, is devoted to calcium release and is juxtaposed to transverse tubule membrane. The junctional sarcoplasmic reticulum membrane consists of the junctional region of the terminal cisterna membrane."
"paleturquoise",77,73,6,0.000991372929421217,1,15,0.205479452054795,0.0114242193450114,1313,"GO:0055085","BP","transmembrane transport","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"paleturquoise",77,73,7,0.000997059423819307,1,11,0.150684931506849,0.0140664961636829,782,"GO:0098655","BP","cation transmembrane transport","The process in which a cation is transported across a membrane."
"paleturquoise",77,73,8,0.00365420861732374,1,7,0.0958904109589041,0.016548463356974,423,"GO:0034765","BP","regulation of ion transmembrane transport","Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."
"paleturquoise",77,73,9,0.00446162003568384,1,4,0.0547945205479452,0.028169014084507,142,"GO:0015079","MF","potassium ion transmembrane transporter activity","Enables the transfer of potassium ions (K+) from one side of a membrane to the other."
"paleturquoise",77,73,10,0.00467515792097029,1,5,0.0684931506849315,0.021551724137931,232,"GO:0051259","BP","protein complex oligomerization","The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"palevioletred2",190,176,1,0.00012746683503325,1,2,0.0113636363636364,1,2,"GO:0090560","MF","2-(3-amino-3-carboxypropyl)histidine synthase activity","Catalysis of the reaction S-adenosyl-L-methionine + L-histidine-[translation elongation factor 2] = S-methyl-5-thioadenosine + 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2]."
